"","SCR_exp1","SCR_exp2","SCR_exp3","SCR_exp4","GLS_KO_exp1","GLS_KO_exp2","GLS_KO_exp3","GLS_KO_exp4"
"ENSG00000237679",0,0,0,0,1,1,0,0
"ENSG00000306953",0,0,0,5,3,0,9,3
"ENSG00000305516",0,0,0,0,0,0,1,0
"ENSG00000163612",0,0,3,0,1,2,0,0
"ENSG00000305487",0,0,0,0,0,1,0,0
"ENSG00000304531",3,3,1,1,4,4,1,0
"ENSG00000288075",0,2,1,4,0,0,1,2
"ENSG00000287972",0,0,0,0,0,0,1,1
"ENSG00000307948",0,2,0,1,0,0,1,0
"ENSG00000250915",0,0,0,0,0,0,0,1
"ENSG00000109625",1,6,7,2,0,3,5,5
"ENSG00000155269",0,0,0,0,3,5,0,0
"ENSG00000205959",2,4,0,0,5,2,0,1
"ENSG00000155275",140,184,297,288,202,181,313,321
"ENSG00000250471",29,17,47,29,50,31,43,44
"ENSG00000290015",2,7,5,4,5,3,3,4
"ENSG00000163995",1,6,9,4,3,6,3,2
"ENSG00000228919",0,0,0,0,0,1,1,0
"ENSG00000272620",541,962,434,681,957,891,876,948
"ENSG00000293769",0,0,0,0,0,0,0,2
"ENSG00000245468",2,6,7,3,4,7,2,3
"ENSG00000294523",0,2,2,0,0,0,0,3
"ENSG00000306685",0,3,3,1,1,3,4,3
"ENSG00000109519",1924,1802,2558,2155,2288,1853,2803,3069
"ENSG00000187904",0,0,0,0,0,0,0,1
"ENSG00000301554",0,1,1,0,0,0,0,0
"ENSG00000310274",0,0,0,0,0,0,0,1
"ENSG00000170871",955,1381,604,861,1481,1334,1048,1109
"ENSG00000287331",0,1,0,0,0,0,1,0
"ENSG00000168631",0,0,0,0,0,2,2,2
"ENSG00000307875",10,15,1,9,19,22,5,3
"ENSG00000250826",2,0,4,1,2,2,1,2
"ENSG00000186222",430,376,211,227,411,348,272,345
"ENSG00000008196",4795,6579,1251,1411,5827,5648,854,906
"ENSG00000178988",1283,1290,1598,1374,1540,1218,1613,1865
"ENSG00000282742",0,0,3,1,0,0,0,0
"ENSG00000170846",473,442,534,374,562,439,502,501
"ENSG00000179010",8508,8472,15035,9246,9782,8339,10966,12412
"ENSG00000013288",517,750,665,642,832,709,750,842
"ENSG00000288908",22,21,23,13,33,29,20,17
"ENSG00000295681",0,0,0,0,1,0,0,0
"ENSG00000074211",737,992,1097,1026,1243,1026,965,1043
"ENSG00000109501",797,950,1066,787,1086,955,951,974
"ENSG00000290020",0,0,1,0,0,0,0,0
"ENSG00000250887",0,0,0,0,3,1,0,0
"ENSG00000173040",0,0,2,0,1,0,1,0
"ENSG00000082929",2,0,2,1,1,1,0,0
"ENSG00000170891",126,112,78,53,93,100,53,68
"ENSG00000163132",206,202,327,173,213,189,234,319
"ENSG00000198680",381,368,407,344,387,346,319,447
"ENSG00000280310",3,0,2,0,1,0,0,0
"ENSG00000307887",0,0,1,0,0,1,0,0
"ENSG00000237170",0,0,0,0,0,1,0,0
"ENSG00000168824",3,0,2,1,4,4,1,7
"ENSG00000145220",1615,1697,2860,2094,2036,1506,2825,3184
"ENSG00000289032",4,6,3,3,4,4,4,4
"ENSG00000244538",28,14,22,25,18,30,18,28
"ENSG00000251271",0,0,0,1,2,2,1,1
"ENSG00000105926",641,822,709,835,869,703,817,900
"ENSG00000055147",495,575,544,607,782,550,667,705
"ENSG00000277172",1,0,0,0,0,0,0,0
"ENSG00000184160",0,0,0,0,2,0,0,0
"ENSG00000295891",1,1,0,0,0,0,0,1
"ENSG00000137098",20,30,21,33,29,31,34,27
"ENSG00000294067",0,0,0,3,0,0,0,0
"ENSG00000273748",84,109,147,117,120,102,102,150
"ENSG00000270090",0,0,0,0,2,0,0,0
"ENSG00000163956",3105,3067,4645,2796,3989,3390,3251,3607
"ENSG00000248843",0,1,0,0,0,0,0,0
"ENSG00000296398",0,1,1,0,0,2,0,1
"ENSG00000289149",4,9,8,3,12,3,2,8
"ENSG00000251075",0,1,3,1,0,0,0,1
"ENSG00000125388",174,162,129,151,225,226,181,188
"ENSG00000087269",3826,4002,7811,4728,5047,4023,6057,6788
"ENSG00000299505",0,1,1,0,0,0,0,0
"ENSG00000168884",612,601,1349,787,780,582,1006,1134
"ENSG00000248155",1,2,4,0,0,1,0,1
"ENSG00000125386",478,606,675,662,736,578,770,872
"ENSG00000251229",0,0,1,1,0,0,0,1
"ENSG00000302317",11,11,5,12,11,7,9,6
"ENSG00000063978",1477,1992,1430,1823,2101,1790,1937,2159
"ENSG00000206113",0,1,0,0,0,0,0,0
"ENSG00000260455",0,0,0,0,0,2,0,0
"ENSG00000287963",0,1,1,1,0,0,1,1
"ENSG00000239247",1,0,0,0,0,0,0,0
"ENSG00000302826",0,0,0,0,0,0,1,0
"ENSG00000287389",4,9,3,1,5,4,0,1
"ENSG00000249047",0,0,0,0,1,0,0,0
"ENSG00000214367",236,322,299,350,368,274,420,435
"ENSG00000250623",2,1,0,2,0,0,0,0
"ENSG00000286677",0,0,2,1,2,0,1,3
"ENSG00000290263",12,14,31,18,26,14,53,50
"ENSG00000130997",5,1,5,5,6,4,11,9
"ENSG00000185818",2037,1957,3221,1767,2326,2205,1947,2416
"ENSG00000300193",0,1,1,2,0,2,2,1
"ENSG00000308468",1,1,2,0,1,2,4,1
"ENSG00000243449",128,63,183,69,76,77,43,90
"ENSG00000185049",1205,1086,1723,1215,1552,1206,1473,1625
"ENSG00000286839",0,0,0,0,0,1,0,0
"ENSG00000168924",3865,4260,7874,4781,5311,4205,5502,6383
"ENSG00000068078",418,482,268,223,431,438,193,282
"ENSG00000298473",0,2,0,1,0,0,0,0
"ENSG00000298459",0,0,0,0,0,0,0,1
"ENSG00000168936",902,988,835,575,1022,906,573,669
"ENSG00000163950",2566,2305,2763,2527,3249,2434,3087,3219
"ENSG00000174137",41,32,66,31,40,48,36,51
"ENSG00000244459",3,1,3,0,1,0,3,0
"ENSG00000254094",1,0,0,0,0,1,0,0
"ENSG00000163945",733,1223,894,857,1040,952,968,1121
"ENSG00000090316",1829,1729,3066,2425,2270,1925,3166,3847
"ENSG00000233765",0,0,0,0,1,0,1,0
"ENSG00000305208",0,1,1,0,0,0,2,0
"ENSG00000159692",4179,4163,6827,4369,5148,4380,4828,5684
"ENSG00000280927",36,39,88,45,41,25,41,62
"ENSG00000251555",0,4,1,1,1,1,1,2
"ENSG00000306967",0,0,0,0,2,0,0,0
"ENSG00000227189",0,0,0,0,0,1,0,0
"ENSG00000178222",0,0,0,0,0,2,0,0
"ENSG00000294226",0,1,4,12,3,3,7,4
"ENSG00000294257",0,0,1,0,0,0,0,0
"ENSG00000294205",1,3,4,6,4,6,0,4
"ENSG00000145217",99,172,190,127,147,141,135,156
"ENSG00000299406",1,0,0,0,1,0,0,0
"ENSG00000286205",0,2,4,4,5,3,8,8
"ENSG00000226581",2,4,1,4,3,0,2,0
"ENSG00000260262",0,0,2,0,0,0,1,0
"ENSG00000249592",244,399,314,285,368,303,323,323
"ENSG00000185619",1451,1827,1632,1509,1766,1515,1659,1751
"ENSG00000169026",14,20,29,20,23,15,25,25
"ENSG00000169020",2727,2133,4123,2168,2431,1994,2329,2637
"ENSG00000133256",0,1,1,1,0,3,1,2
"ENSG00000273238",93,75,57,32,50,45,19,21
"ENSG00000182903",550,665,718,613,728,570,836,951
"ENSG00000287775",0,1,0,2,3,1,1,3
"ENSG00000293360",40,47,38,55,70,64,103,87
"ENSG00000214922",34,58,56,55,86,65,54,59
"ENSG00000272885",0,0,0,0,0,0,0,1
"ENSG00000281016",0,2,0,2,2,1,0,4
"ENSG00000131127",30,32,31,30,64,60,79,84
"ENSG00000251689",0,0,0,0,0,0,0,1
"ENSG00000251188",0,0,0,0,0,1,0,1
"ENSG00000250312",12,10,12,14,13,10,15,18
"ENSG00000296074",0,5,7,9,0,0,17,9
"ENSG00000272602",245,356,306,246,393,233,322,307
"ENSG00000230304",1,0,0,0,9,0,2,0
"ENSG00000015479",9718,11361,12169,12231,13194,11037,14165,14925
"ENSG00000236438",0,0,0,0,1,0,0,0
"ENSG00000213113",2,9,14,8,3,7,12,13
"ENSG00000290936",1,0,4,1,0,0,1,1
"ENSG00000226435",0,0,1,0,0,0,0,0
"ENSG00000232832",1,2,9,0,5,6,4,4
"ENSG00000185621",248,385,228,295,346,324,233,284
"ENSG00000182899",10296,9454,9736,9103,11552,9326,10830,12170
"ENSG00000114473",187,211,235,217,261,254,285,293
"ENSG00000234742",327,319,934,381,412,344,394,469
"ENSG00000273375",1,0,0,0,1,0,0,0
"ENSG00000145016",439,528,847,611,680,532,637,778
"ENSG00000236833",0,4,1,0,2,1,1,7
"ENSG00000286909",23,50,47,62,53,36,51,93
"ENSG00000297871",0,0,7,1,1,1,0,0
"ENSG00000161267",355,422,464,361,552,474,430,449
"ENSG00000303485",2,1,6,4,7,1,10,27
"ENSG00000235126",0,0,0,0,2,0,0,1
"ENSG00000227375",3,4,4,2,4,6,7,7
"ENSG00000289396",4,9,6,8,7,3,7,13
"ENSG00000075711",639,983,1122,1451,1084,961,2279,2469
"ENSG00000300646",0,0,0,0,1,0,0,0
"ENSG00000163975",5726,6314,6577,3897,7610,6972,4418,4853
"ENSG00000286017",4,3,9,4,4,8,1,5
"ENSG00000270170",461,436,519,341,457,359,380,403
"ENSG00000229146",0,1,0,0,0,0,0,0
"ENSG00000286721",0,0,1,0,0,0,1,0
"ENSG00000225578",1,1,5,2,0,5,3,2
"ENSG00000114503",3428,3969,4255,4148,4440,3588,4887,5385
"ENSG00000230732",5,8,3,5,8,5,5,8
"ENSG00000119231",1015,1226,980,1029,1349,1168,1223,1217
"ENSG00000289446",1,0,6,0,5,1,0,0
"ENSG00000180370",2220,3141,2499,3350,3551,2895,4046,4236
"ENSG00000174007",87,122,71,94,117,106,125,137
"ENSG00000302220",0,1,8,1,1,0,0,3
"ENSG00000225770",2,0,0,0,0,0,0,1
"ENSG00000308888",5,2,8,5,3,0,8,0
"ENSG00000163961",898,995,1217,794,1131,966,873,942
"ENSG00000124789",1992,3064,1884,2756,3405,2699,3332,3486
"ENSG00000296566",4,2,3,0,1,2,1,1
"ENSG00000225822",1,0,0,0,2,0,1,0
"ENSG00000226345",0,0,2,0,0,0,0,0
"ENSG00000289890",9,15,14,11,25,9,24,17
"ENSG00000235897",23,44,53,50,44,25,71,70
"ENSG00000273331",8,7,28,0,5,34,24,9
"ENSG00000272741",0,0,0,2,0,0,0,0
"ENSG00000161217",2455,2919,3628,3099,3833,3214,3436,3829
"ENSG00000309772",0,0,2,0,0,0,0,0
"ENSG00000153914",1119,1404,1659,1750,1489,1191,2046,2186
"ENSG00000072274",7210,10542,10769,15673,13358,10477,20262,21865
"ENSG00000231464",1,0,6,7,4,0,2,0
"ENSG00000308003",0,0,0,1,0,0,0,0
"ENSG00000231443",0,9,0,2,7,4,3,8
"ENSG00000286004",19,38,16,18,20,24,18,22
"ENSG00000267064",8,11,9,14,11,3,18,11
"ENSG00000229178",2,4,6,6,6,2,4,4
"ENSG00000271662",11,9,13,6,15,4,12,9
"ENSG00000242086",367,559,517,492,513,404,497,504
"ENSG00000289929",36,61,70,54,61,32,90,117
"ENSG00000224769",1,0,1,1,1,5,1,11
"ENSG00000294491",2,3,0,0,0,0,1,0
"ENSG00000189058",1823,1632,686,624,2341,2105,573,682
"ENSG00000301793",0,0,0,1,1,0,0,0
"ENSG00000229325",1,4,0,1,1,1,0,1
"ENSG00000285987",1,0,0,0,1,1,2,0
"ENSG00000295476",0,2,0,0,0,1,0,1
"ENSG00000287005",4,5,5,3,5,5,3,1
"ENSG00000230266",0,1,0,0,0,0,0,0
"ENSG00000173950",777,917,596,657,1085,919,763,861
"ENSG00000295750",0,3,6,4,0,4,6,16
"ENSG00000298564",0,0,0,0,0,0,1,0
"ENSG00000308997",2,0,0,0,0,0,2,0
"ENSG00000308981",0,0,0,1,0,0,0,0
"ENSG00000234805",0,9,0,0,0,0,10,0
"ENSG00000237222",26,29,38,33,27,29,15,24
"ENSG00000294298",0,0,0,0,0,0,1,0
"ENSG00000041802",1841,2153,2877,2475,2708,2135,3041,3204
"ENSG00000158427",27,28,12,33,46,26,23,41
"ENSG00000229334",20,21,23,13,32,19,18,36
"ENSG00000145014",199,245,450,247,276,215,331,337
"ENSG00000064651",1636,2162,1256,1499,2428,2112,1771,1754
"ENSG00000233058",18,11,11,12,15,11,24,19
"ENSG00000133657",3350,5260,3182,4494,5979,4965,6096,6532
"ENSG00000178732",0,0,1,0,0,0,2,0
"ENSG00000172061",68,98,89,73,171,169,232,243
"ENSG00000286317",0,0,0,0,0,0,0,1
"ENSG00000303529",1,1,3,0,2,0,0,4
"ENSG00000214145",6,12,5,5,15,5,2,11
"ENSG00000138794",103,146,133,144,193,137,171,214
"ENSG00000114315",719,659,673,528,725,599,552,626
"ENSG00000124610",0,0,3,0,2,0,2,2
"ENSG00000276407",0,0,0,0,0,0,0,1
"ENSG00000230102",1,2,1,1,1,2,2,1
"ENSG00000305397",0,0,0,1,0,0,0,0
"ENSG00000214146",4,3,2,6,5,4,4,1
"ENSG00000304564",10,12,7,4,12,10,4,13
"ENSG00000293063",0,0,0,0,0,0,2,0
"ENSG00000151612",790,1213,908,728,1034,883,714,730
"ENSG00000236297",0,0,2,2,0,1,0,0
"ENSG00000297119",10,8,33,24,22,8,28,12
"ENSG00000127252",1,1,3,1,2,1,1,6
"ENSG00000236229",12,15,33,22,28,16,20,29
"ENSG00000180611",239,285,465,476,364,329,677,707
"ENSG00000114279",7,3,8,9,12,6,8,4
"ENSG00000298825",0,0,0,0,0,0,0,1
"ENSG00000152492",3359,4334,3960,4276,4571,3873,5029,5171
"ENSG00000233308",0,1,4,3,0,3,4,7
"ENSG00000188729",0,0,0,0,4,0,0,1
"ENSG00000296664",1,1,0,0,1,0,0,0
"ENSG00000214147",2,0,1,0,0,2,1,1
"ENSG00000223117",1,0,1,0,0,0,1,0
"ENSG00000196083",1652,2236,1016,1518,2490,2165,1403,1510
"ENSG00000113946",2,0,2,1,0,0,0,3
"ENSG00000163347",20,13,41,51,38,18,103,87
"ENSG00000295906",4,1,8,7,5,0,0,6
"ENSG00000238077",0,0,0,0,1,0,0,0
"ENSG00000236256",18,26,8,15,34,42,18,23
"ENSG00000165271",5092,6475,7994,6717,7933,6476,8103,9137
"ENSG00000225764",10,16,6,2,16,19,8,5
"ENSG00000230077",9,4,12,8,9,8,5,15
"ENSG00000090530",469,642,451,453,791,655,656,703
"ENSG00000250958",0,1,0,0,0,0,0,0
"ENSG00000239919",0,0,1,1,0,1,2,0
"ENSG00000073282",1,0,0,0,0,1,1,1
"ENSG00000234722",0,0,0,0,0,2,1,3
"ENSG00000234076",2,6,4,2,5,3,0,4
"ENSG00000102034",571,886,736,778,1040,807,1231,1313
"ENSG00000215354",0,0,0,4,0,0,1,0
"ENSG00000295520",1,0,0,1,0,0,1,0
"ENSG00000145012",754,1806,620,853,1597,1519,1138,1283
"ENSG00000270959",141,173,94,87,159,153,130,154
"ENSG00000142319",0,0,1,2,1,0,0,2
"ENSG00000290021",2,4,3,2,2,4,0,0
"ENSG00000285938",3,2,0,0,3,3,1,1
"ENSG00000113916",938,1205,688,836,1436,1175,796,1009
"ENSG00000280270",2,0,0,0,3,0,0,0
"ENSG00000081803",114,143,137,150,223,190,242,225
"ENSG00000127241",0,0,0,0,1,0,0,1
"ENSG00000163923",320,293,505,290,373,310,340,385
"ENSG00000235631",0,1,0,4,1,2,3,11
"ENSG00000297808",6,18,18,18,24,19,17,24
"ENSG00000289971",67,61,95,53,55,64,71,58
"ENSG00000178146",1,6,10,7,7,5,9,9
"ENSG00000248445",17,20,27,13,23,20,23,16
"ENSG00000232233",46,50,108,58,56,43,74,78
"ENSG00000163918",1310,1283,1869,1549,1635,1396,1847,2095
"ENSG00000156976",3529,4317,2867,4260,4628,4042,5162,5374
"ENSG00000226652",1,2,2,1,0,1,7,1
"ENSG00000293182",0,0,0,0,2,0,0,0
"ENSG00000090512",1,0,3,2,0,0,0,2
"ENSG00000145192",0,0,0,0,0,1,4,0
"ENSG00000283390",23,23,54,13,17,11,14,17
"ENSG00000283149",33,8,6,41,0,0,19,62
"ENSG00000197099",7,8,4,6,7,15,2,5
"ENSG00000113838",222,285,164,267,320,262,313,401
"ENSG00000213139",9,6,5,9,9,7,8,3
"ENSG00000226859",0,2,0,0,0,0,1,0
"ENSG00000058866",86,126,143,141,199,144,158,162
"ENSG00000244405",3100,3375,2112,2078,3902,3311,2134,2214
"ENSG00000299582",37,66,41,54,63,43,27,37
"ENSG00000163915",2,1,5,0,2,0,4,2
"ENSG00000163904",926,1097,850,899,1223,997,1053,1083
"ENSG00000112679",296,323,379,303,336,306,316,434
"ENSG00000163898",0,1,1,4,0,1,2,0
"ENSG00000229704",1,1,3,3,0,1,3,1
"ENSG00000129422",578,795,320,400,889,763,403,497
"ENSG00000187068",178,289,116,150,298,302,129,141
"ENSG00000156931",199,304,270,305,358,298,312,426
"ENSG00000229433",0,0,0,0,1,0,0,0
"ENSG00000177383",1272,1244,993,752,1311,1156,800,882
"ENSG00000308344",0,0,0,0,0,2,0,0
"ENSG00000234466",0,0,2,0,0,1,0,0
"ENSG00000090539",4,8,4,3,19,5,4,1
"ENSG00000163882",1499,1421,2006,1440,1750,1309,1765,1985
"ENSG00000114859",621,841,686,540,806,664,559,561
"ENSG00000114867",14448,17051,26913,18857,19982,15894,22432,24719
"ENSG00000175166",7522,8041,10887,9225,9863,7766,10980,12380
"ENSG00000135333",0,1,0,1,1,0,0,0
"ENSG00000294247",0,1,1,0,2,0,0,1
"ENSG00000284917",0,1,0,0,0,0,0,0
"ENSG00000284753",213,205,321,197,232,177,229,216
"ENSG00000145198",7,2,12,4,11,8,5,7
"ENSG00000306610",0,0,0,1,0,0,1,0
"ENSG00000161203",6913,7976,9366,7547,9290,7598,8911,9674
"ENSG00000228205",414,245,760,324,351,295,298,427
"ENSG00000274024",2,0,0,1,0,0,0,0
"ENSG00000205955",3,3,10,6,6,2,9,3
"ENSG00000272721",17,12,14,12,11,20,15,9
"ENSG00000114770",678,1007,1001,1042,1009,824,1274,1411
"ENSG00000233885",6,14,5,11,12,6,14,19
"ENSG00000163872",933,1381,1028,1140,1535,1258,1338,1453
"ENSG00000135336",386,477,414,602,648,511,726,730
"ENSG00000253092",0,0,1,0,0,0,0,0
"ENSG00000176597",660,794,342,524,910,860,617,659
"ENSG00000053524",13,21,7,8,31,14,23,14
"ENSG00000078081",0,6,1,1,6,9,3,7
"ENSG00000243368",2,0,0,0,1,0,0,0
"ENSG00000299366",4,6,2,5,1,1,1,3
"ENSG00000058063",1109,1629,780,1154,1888,1721,1455,1582
"ENSG00000240063",0,0,1,0,1,1,0,0
"ENSG00000302649",0,1,0,0,0,0,0,0
"ENSG00000244199",7,8,7,4,2,1,11,3
"ENSG00000248473",1,2,2,3,1,1,0,4
"ENSG00000242512",0,2,0,0,0,1,0,1
"ENSG00000213155",1,0,2,0,1,4,3,2
"ENSG00000294981",1,0,0,0,0,0,0,0
"ENSG00000181449",91,96,87,94,179,150,133,147
"ENSG00000242808",8,4,11,14,10,8,12,14
"ENSG00000205981",413,366,454,435,428,379,523,596
"ENSG00000114416",3019,3555,3798,3600,4225,3585,4257,4609
"ENSG00000242068",2,4,3,2,4,2,1,1
"ENSG00000165810",1,1,0,1,4,2,6,2
"ENSG00000276667",2,3,17,4,0,1,2,4
"ENSG00000239880",4,11,12,7,7,3,5,3
"ENSG00000234155",5,7,7,19,10,15,20,32
"ENSG00000276180",5,4,8,8,1,5,4,4
"ENSG00000058056",652,932,636,785,1060,922,846,955
"ENSG00000306653",5,5,2,0,4,4,0,0
"ENSG00000145337",307,260,83,0,284,201,270,304
"ENSG00000243977",4,2,5,1,8,3,2,3
"ENSG00000136521",1245,1257,1091,1168,1471,1155,1205,1382
"ENSG00000272910",1,1,1,4,0,5,3,5
"ENSG00000136522",1563,1399,1765,1486,1721,1250,1592,1824
"ENSG00000242539",95,142,63,122,185,163,125,162
"ENSG00000289574",0,4,1,1,6,3,1,0
"ENSG00000171109",1158,1447,1118,1236,1624,1421,1556,1666
"ENSG00000260743",0,1,1,0,3,1,2,1
"ENSG00000121864",512,614,498,617,745,560,690,742
"ENSG00000298104",0,0,1,2,0,0,1,2
"ENSG00000171121",26,18,12,37,26,9,19,28
"ENSG00000229102",0,0,0,0,0,1,0,0
"ENSG00000172667",456,767,467,628,695,689,727,701
"ENSG00000275163",0,0,0,0,0,1,0,0
"ENSG00000009954",3886,5580,7237,5797,5220,4236,5759,6143
"ENSG00000228221",0,0,0,0,3,1,0,0
"ENSG00000295821",17,58,70,76,38,27,86,92
"ENSG00000279482",0,2,0,0,0,0,0,0
"ENSG00000228308",0,0,0,0,0,1,0,0
"ENSG00000198818",891,844,910,803,875,769,938,1071
"ENSG00000171611",1,1,0,0,0,1,1,0
"ENSG00000298049",1,0,0,0,0,0,0,0
"ENSG00000180921",28,35,76,40,78,79,76,94
"ENSG00000288895",0,0,0,0,0,1,0,0
"ENSG00000126756",1442,1266,1939,1173,1480,1229,1343,1587
"ENSG00000230362",2,0,9,0,3,1,0,0
"ENSG00000214192",20,43,47,32,40,34,36,56
"ENSG00000227471",0,0,2,4,0,1,1,2
"ENSG00000287262",3,4,0,3,3,3,1,2
"ENSG00000177694",6,6,1,5,9,5,19,19
"ENSG00000169760",307,530,219,334,572,488,311,329
"ENSG00000305134",1,1,0,1,1,2,0,1
"ENSG00000227440",1,5,7,3,7,1,11,6
"ENSG00000144959",220,327,358,470,452,264,795,916
"ENSG00000224611",0,0,1,1,1,0,2,0
"ENSG00000121858",0,1,0,1,0,0,0,0
"ENSG00000287185",6,5,8,10,11,5,4,5
"ENSG00000236686",5,5,6,1,2,3,1,9
"ENSG00000075420",1467,2435,1423,2059,2872,2579,2553,2602
"ENSG00000287899",0,0,0,0,0,0,0,4
"ENSG00000297746",42,43,24,33,42,37,22,17
"ENSG00000075651",375,512,324,417,530,485,361,329
"ENSG00000240497",29,37,29,24,39,37,22,23
"ENSG00000233231",4,7,3,3,4,2,3,12
"ENSG00000154310",454,667,449,411,872,725,562,625
"ENSG00000248752",1,0,0,0,1,3,1,0
"ENSG00000147099",568,624,659,601,688,533,678,762
"ENSG00000240704",0,1,0,1,1,0,1,0
"ENSG00000212273",0,0,0,0,0,0,0,1
"ENSG00000188725",1514,1697,1646,1880,1967,1609,2160,2392
"ENSG00000213174",0,0,0,1,0,0,0,0
"ENSG00000013293",0,0,0,0,0,0,0,3
"ENSG00000013297",0,2,3,0,0,0,0,0
"ENSG00000239628",0,0,0,1,0,0,0,0
"ENSG00000163558",815,1104,706,1062,1307,1068,1209,1337
"ENSG00000173889",461,826,470,598,813,743,770,837
"ENSG00000242583",0,0,0,0,0,2,3,8
"ENSG00000173890",44,55,38,32,54,44,57,71
"ENSG00000008952",1760,1872,1704,1694,2194,1901,2053,2324
"ENSG00000224430",0,0,1,1,0,0,0,0
"ENSG00000244193",2,0,0,0,0,0,0,0
"ENSG00000198223",0,1,0,18,58,0,78,16
"ENSG00000217181",2,0,1,0,0,0,0,0
"ENSG00000244039",0,0,1,0,0,0,0,0
"ENSG00000270096",0,0,2,0,0,0,1,0
"ENSG00000171757",1,7,0,14,2,3,4,8
"ENSG00000085274",321,401,309,442,497,384,473,584
"ENSG00000300883",1,3,5,0,4,0,2,1
"ENSG00000269889",5,2,1,3,0,1,2,3
"ENSG00000184378",38,48,56,30,58,24,51,60
"ENSG00000270141",0,0,2,1,1,1,1,0
"ENSG00000296372",0,0,0,0,0,1,0,1
"ENSG00000244381",9,18,26,18,23,25,14,26
"ENSG00000289112",12,9,11,6,2,8,10,7
"ENSG00000213178",128,108,284,129,166,91,110,157
"ENSG00000085276",160,211,262,220,289,229,395,422
"ENSG00000183111",340,388,239,212,470,480,148,178
"ENSG00000048052",434,664,490,646,406,329,599,685
"ENSG00000286994",0,0,0,0,1,0,0,0
"ENSG00000239238",0,0,0,0,1,0,0,0
"ENSG00000241120",0,0,2,0,1,0,0,1
"ENSG00000114209",769,833,465,693,1032,897,1061,1021
"ENSG00000169064",1,10,3,5,3,6,6,1
"ENSG00000226535",0,38,46,26,22,20,32,39
"ENSG00000224962",2,0,5,7,5,9,3,12
"ENSG00000244429",0,0,1,0,0,0,3,0
"ENSG00000214998",7,4,3,4,4,3,3,3
"ENSG00000301714",0,2,0,0,0,0,0,0
"ENSG00000271737",14,9,10,6,13,15,5,9
"ENSG00000164651",42,31,20,26,39,33,25,17
"ENSG00000244128",12,23,7,13,15,4,16,6
"ENSG00000121871",85,116,14,26,92,117,15,19
"ENSG00000299207",0,0,2,0,1,0,2,0
"ENSG00000214210",0,2,2,0,0,1,0,0
"ENSG00000286900",2,6,2,1,2,2,6,2
"ENSG00000196196",133,87,260,120,137,109,167,204
"ENSG00000240354",0,0,0,0,0,1,0,0
"ENSG00000234851",1161,1263,1448,1125,1263,1192,1191,1441
"ENSG00000196542",3,6,0,0,0,5,0,0
"ENSG00000169251",2017,2173,1877,2008,2338,2034,2265,2330
"ENSG00000137573",124,181,94,105,224,200,115,169
"ENSG00000163590",104,180,89,107,153,118,130,168
"ENSG00000260572",6,12,7,14,12,12,24,23
"ENSG00000179674",4,9,25,22,7,8,53,59
"ENSG00000293192",209,189,349,217,260,184,230,269
"ENSG00000238741",3,0,0,0,1,1,1,2
"ENSG00000186432",2374,2825,3283,3590,3374,2707,4435,4754
"ENSG00000213186",273,331,264,454,429,320,515,545
"ENSG00000068885",572,820,442,617,827,789,698,700
"ENSG00000184100",63,51,160,69,75,78,99,98
"ENSG00000168811",54,46,33,33,36,31,58,60
"ENSG00000244040",1,2,4,0,2,1,3,0
"ENSG00000151967",847,923,746,780,854,725,823,979
"ENSG00000296090",0,0,1,1,0,1,0,0
"ENSG00000272247",3,2,5,1,0,0,3,3
"ENSG00000214593",5,5,16,8,6,2,4,9
"ENSG00000118849",0,0,0,0,0,0,0,1
"ENSG00000079257",0,0,0,0,1,1,0,0
"ENSG00000168827",2440,2981,2663,3157,3324,2611,3709,4010
"ENSG00000229924",0,0,0,1,0,0,1,0
"ENSG00000178053",355,423,326,302,389,350,282,325
"ENSG00000243150",8,10,4,21,5,13,6,0
"ENSG00000291119",1,4,2,4,6,1,3,9
"ENSG00000293490",0,2,1,1,3,3,9,6
"ENSG00000163661",164,196,469,495,348,230,1154,1267
"ENSG00000244515",2,4,2,1,4,0,3,0
"ENSG00000299852",3,3,0,5,1,7,0,0
"ENSG00000241135",18,20,17,18,22,18,22,34
"ENSG00000301911",0,0,0,0,0,1,0,0
"ENSG00000250746",135,106,169,90,124,120,72,105
"ENSG00000289409",2,1,3,2,0,0,0,0
"ENSG00000241544",7,9,7,4,5,0,1,7
"ENSG00000243629",4,3,0,6,0,3,0,8
"ENSG00000308707",0,1,0,0,0,0,0,0
"ENSG00000197980",4,10,1,5,12,11,5,7
"ENSG00000294200",0,1,0,0,0,0,0,0
"ENSG00000163659",2506,3553,2118,2898,2758,2376,2836,3081
"ENSG00000114850",4788,5372,4057,4989,5692,4798,5552,6303
"ENSG00000272990",2,5,3,1,5,3,1,7
"ENSG00000227709",8,5,7,4,12,6,9,9
"ENSG00000213754",1,0,1,0,0,0,1,2
"ENSG00000287916",26,15,45,0,16,0,14,15
"ENSG00000242537",1,1,6,6,2,3,3,6
"ENSG00000242017",12,11,21,10,14,8,6,16
"ENSG00000169282",17,19,15,15,7,8,18,18
"ENSG00000286585",5,5,10,6,6,8,4,7
"ENSG00000284952",3,0,13,0,0,0,4,3
"ENSG00000174928",109,108,80,86,114,120,86,107
"ENSG00000241307",1,0,0,0,0,0,0,0
"ENSG00000296269",0,0,0,0,0,1,0,0
"ENSG00000275558",2,0,0,0,0,0,0,0
